wave length	n	k	Energy	WL	-delta	beta		WL			Energy		Energy	beta	Energy	beta		Energy	delta	beta
								0.0296398258128	0.200747642274463	0.294453793001489	41.830205340295				41.830205340295	0.294453793001489		13.12442	-0.13909	0.81341
								0.0296522118144	0.200806395810779	0.29465328657378	41.8127324787926				41.8127324787926	0.29465328657378		13.12614	-0.13893	0.81337
								0.029664597816	0.200865149347095	0.29485278014607	41.7952742083453				41.7952742083453	0.29485278014607		13.12786	-0.13877	0.81333
								0.0296769838176	0.200923902883412	0.295052273718361	41.7778305106838				41.7778305106838	0.295052273718361		13.12959	-0.13861	0.8133
								0.0296893698192	0.200982656419728	0.295251767290652	41.7604013675696				41.7604013675696	0.295251767290652		13.13131	-0.13846	0.81326
								0.0297017558208	0.201041409956045	0.295451260862943	41.7429867607943				41.7429867607943	0.295451260862943		13.13303	-0.1383	0.81322
								0.0297141418224	0.201100163492361	0.295650754435234	41.72558667218				41.72558667218	0.295650754435234		13.13476	-0.13814	0.81319
								0.029726527824	0.201158917028678	0.295850248007524	41.7082010835791				41.7082010835791	0.295850248007524		13.13648	-0.13798	0.81315
								0.0297389138256	0.201220686920661	0.29605113326039	41.6908299768741				41.6908299768741	0.29605113326039		13.1382	-0.13782	0.81311
								0.0297512998272	0.201283739805184	0.296252610457971	41.6734733339779				41.6734733339779	0.296252610457971		13.13993	-0.13766	0.81307
								0.0297636858288	0.201346792689708	0.296454087655552	41.6561311368333				41.6561311368333	0.296454087655552		13.14165	-0.1375	0.81304
								0.0297760718304	0.201409845574231	0.296655564853133	41.6388033674133				41.6388033674133	0.296655564853133		13.14338	-0.13734	0.813
								0.029788457832	0.201472898458755	0.296857042050714	41.6214900077208				41.6214900077208	0.296857042050714		13.1451	-0.13718	0.81296
								0.0298008438336	0.201535951343279	0.297058519248295	41.6041910397886				41.6041910397886	0.297058519248295		13.14683	-0.13702	0.81293
								0.0298132298352	0.201599004227802	0.297259996445876	41.5869064456794				41.5869064456794	0.297259996445876		13.14856	-0.13686	0.81289
								0.0298256158368	0.201662057112326	0.297461473643457	41.5696362074857				41.5696362074857	0.297461473643457		13.15028	-0.1367	0.81285
								0.0298380018384	0.201725109996849	0.297662950841038	41.5523803073297				41.5523803073297	0.297662950841038		13.15201	-0.13654	0.81282
								0.02985038784	0.201788162881373	0.297864428038619	41.5351387273634				41.5351387273634	0.297864428038619		13.15374	-0.13638	0.81278
								0.0298627738416	0.201851215765896	0.2980659052362	41.5179114497681				41.5179114497681	0.2980659052362		13.15547	-0.13622	0.81274
								0.0298751598432	0.20191426865042	0.298267382433781	41.500698456755				41.500698456755	0.298267382433781		13.1572	-0.13606	0.81271
								0.0298875458448	0.201977321534943	0.298468859631362	41.4834997305647				41.4834997305647	0.298468859631362		13.15893	-0.1359	0.81267
								0.0298999318464	0.202040374419467	0.298670336828943	41.466315253467				41.466315253467	0.298670336828943		13.16066	-0.13574	0.81263
								0.029912317848	0.20210342730399	0.298871814026524	41.4491450077614				41.4491450077614	0.298871814026524		13.16239	-0.13558	0.8126
								0.0299247038496	0.202166480188514	0.299073291224105	41.4319889757764				41.4319889757764	0.299073291224105		13.16412	-0.13542	0.81256
								0.0299370898512	0.202229533073037	0.299274768421687	41.4148471398699				41.4148471398699	0.299274768421687		13.16585	-0.13526	0.81252
								0.0299494758528	0.202292585957561	0.299476245619268	41.3977194824292				41.3977194824292	0.299476245619268		13.16758	-0.1351	0.81248
								0.0299618618544	0.202355638842084	0.299677722816849	41.3806059858702				41.3806059858702	0.299677722816849		13.16932	-0.13494	0.81245
								0.029974247856	0.202418691726608	0.29987920001443	41.3635066326383				41.3635066326383	0.29987920001443		13.17105	-0.13478	0.81241
								0.0299866338576	0.202481744611131	0.300080677212011	41.3464214052077				41.3464214052077	0.300080677212011		13.17278	-0.13462	0.81237
								0.0299990198592	0.202544797495655	0.300282154409592	41.3293502860818				41.3293502860818	0.300282154409592		13.17452	-0.13446	0.81234
								0.0300114058608	0.202607850380178	0.300483631607173	41.3122932577924				41.3122932577924	0.300483631607173		13.17625	-0.1343	0.8123
								0.0300237918624	0.202670903264702	0.300685108804754	41.2952503029007				41.2952503029007	0.300685108804754		13.17798	-0.13414	0.81226
								0.030036177864	0.202733956149225	0.300886586002335	41.2782214039961				41.2782214039961	0.300886586002335		13.17972	-0.13398	0.81223
								0.0300485638656	0.202797009033749	0.301088063199916	41.2612065436973				41.2612065436973	0.301088063199916		13.18145	-0.13382	0.81219
								0.0300609498672	0.202860061918272	0.301289540397497	41.2442057046511				41.2442057046511	0.301289540397497		13.18319	-0.13366	0.81215
								0.0300733358688	0.202923114802796	0.301491017595078	41.2272188695332				41.2272188695332	0.301491017595078		13.18493	-0.1335	0.81212
								0.0300857218704	0.202986167687319	0.301692494792659	41.2102460210477				41.2102460210477	0.301692494792659		13.18666	-0.13335	0.81208
								0.030098107872	0.203049220571843	0.30189397199024	41.1932871419273				41.1932871419273	0.30189397199024		13.1884	-0.13319	0.81204
								0.0301104938736	0.203112273456366	0.302095449187821	41.1763422149331				41.1763422149331	0.302095449187821		13.19014	-0.13303	0.81201
								0.0301228798752	0.20317532634089	0.302296926385402	41.1594112228543				41.1594112228543	0.302296926385402		13.19188	-0.13287	0.81197
								0.0301352658768	0.203238379225414	0.302498403582983	41.1424941485088				41.1424941485088	0.302498403582983		13.19362	-0.13272	0.81193
								0.0301476518784	0.203301432109937	0.302699880780564	41.1255909747423				41.1255909747423	0.302699880780564		13.19536	-0.13257	0.81189
								0.03016003788	0.203364484994461	0.302901357978145	41.1087016844291				41.1087016844291	0.302901357978145		13.1971	-0.13242	0.81186
								0.0301724238816	0.203427537878984	0.303102835175726	41.0918262604712				41.0918262604712	0.303102835175726		13.19884	-0.13227	0.81182
								0.0301848098832	0.203490590763508	0.303304312373307	41.0749646857991				41.0749646857991	0.303304312373307		13.20058	-0.13212	0.81178
								0.0301971958848	0.203553643648031	0.303505789570888	41.058116943371				41.058116943371	0.303505789570888		13.20232	-0.13197	0.81174
								0.0302095818864	0.203616696532555	0.303707266768469	41.0412830161731				41.0412830161731	0.303707266768469		13.20406	-0.13182	0.8117
								0.030221967888	0.203685451072256	0.303910608586757	41.0244628872196				41.0244628872196	0.303910608586757		13.2058	-0.13167	0.81167
								0.0302343538896	0.203755003859048	0.304114211456968	41.0076565395525				41.0076565395525	0.304114211456968		13.20754	-0.13152	0.81163
								0.0302467398912	0.20382455664584	0.30431781432718	40.9908639562414				40.9908639562414	0.30431781432718		13.20929	-0.13137	0.81159
								0.0302591258928	0.203894109432632	0.304521417197391	40.9740851203839				40.9740851203839	0.304521417197391		13.21103	-0.13122	0.81155
								0.0302715118944	0.203963662219424	0.304725020067603	40.9573200151051				40.9573200151051	0.304725020067603		13.21277	-0.13107	0.81152
								0.030283897896	0.204033215006216	0.304928622937815	40.9405686235576				40.9405686235576	0.304928622937815		13.21452	-0.13092	0.81148
								0.0302962838976	0.204102767793008	0.305132225808026	40.9238309289219				40.9238309289219	0.305132225808026		13.21626	-0.13077	0.81144
								0.0303086698992	0.2041723205798	0.305335828678238	40.9071069144056				40.9071069144056	0.305335828678238		13.21801	-0.13062	0.8114
								0.0303210559008	0.204241873366592	0.305539431548449	40.890396563244				40.890396563244	0.305539431548449		13.21975	-0.13046	0.81137
								0.0303334419024	0.204311426153385	0.305743034418661	40.8736998586996				40.8736998586996	0.305743034418661		13.2215	-0.13031	0.81133
								0.030345827904	0.204380978940177	0.305946637288872	40.8570167840625				40.8570167840625	0.305946637288872		13.22325	-0.13016	0.81129
								0.0303582139056	0.204450531726969	0.306150240159084	40.8403473226498				40.8403473226498	0.306150240159084		13.22499	-0.13001	0.81125
								0.0303705999072	0.204520084513761	0.306353843029295	40.8236914578059				40.8236914578059	0.306353843029295		13.22674	-0.12986	0.81122
								0.0303829859088	0.204589637300553	0.306557445899507	40.8070491729023				40.8070491729023	0.306557445899507		13.22849	-0.12971	0.81118
								0.0303953719104	0.204659190087345	0.306761048769719	40.7904204513378				40.7904204513378	0.306761048769719		13.23024	-0.12956	0.81114
								0.030407757912	0.204728742874137	0.30696465163993	40.7738052765381				40.7738052765381	0.30696465163993		13.23199	-0.12941	0.8111
								0.0304201439136	0.204798295660929	0.307168254510142	40.7572036319559				40.7572036319559	0.307168254510142		13.23373	-0.12926	0.81107
								0.0304325299152	0.204867848447721	0.307371857380353	40.7406155010709				40.7406155010709	0.307371857380353		13.23548	-0.12911	0.81103
								0.0304449159168	0.204937401234513	0.307575460250565	40.7240408673895				40.7240408673895	0.307575460250565		13.23723	-0.12896	0.81099
								0.0304573019184	0.205006954021305	0.307779063120776	40.7074797144452				40.7074797144452	0.307779063120776		13.23899	-0.12881	0.81095
								0.03046968792	0.205076506808097	0.307982665990988	40.690932025798				40.690932025798	0.307982665990988		13.24074	-0.12866	0.81091
								0.0304820739216	0.205146059594889	0.308186268861199	40.674397785035				40.674397785035	0.308186268861199		13.24249	-0.12851	0.81088
								0.0304944599232	0.205215612381681	0.308389871731411	40.6578769757695				40.6578769757695	0.308389871731411		13.24424	-0.12836	0.81084
								0.0305068459248	0.205285165168473	0.308593474601623	40.6413695816418				40.6413695816418	0.308593474601623		13.24599	-0.12821	0.8108
								0.0305192319264	0.205354717955265	0.308797077471834	40.6248755863185				40.6248755863185	0.308797077471834		13.24775	-0.12806	0.81076
								0.030531617928	0.205424270742057	0.309000680342046	40.6083949734929				40.6083949734929	0.309000680342046		13.2495	-0.12791	0.81073
								0.0305440039296	0.205493823528849	0.309204283212257	40.5919277268845				40.5919277268845	0.309204283212257		13.25125	-0.12775	0.81069
								0.0305563899312	0.205563376315641	0.309407886082469	40.5754738302395				40.5754738302395	0.309407886082469		13.25301	-0.1276	0.81065
								0.0305687759328	0.205632929102433	0.30961148895268	40.5590332673303				40.5590332673303	0.30961148895268		13.25476	-0.12745	0.81061
								0.0305811619344	0.205702481889225	0.309815091822892	40.5426060219555				40.5426060219555	0.309815091822892		13.25652	-0.1273	0.81058
								0.030593547936	0.205772034676017	0.310018694693103	40.52619207794				40.52619207794	0.310018694693103		13.25827	-0.12715	0.81054
								0.0306059339376	0.205841587462809	0.310222297563315	40.509791419135				40.509791419135	0.310222297563315		13.26003	-0.127	0.8105
								0.0306183199392	0.205911140249601	0.310425900433527	40.4934040294177				40.4934040294177	0.310425900433527		13.26179	-0.12685	0.81046
								0.0306307059408	0.205980693036393	0.310629503303738	40.4770298926913				40.4770298926913	0.310629503303738		13.26354	-0.1267	0.81043
								0.0306430919424	0.206050245823185	0.31083310617395	40.4606689928854				40.4606689928854	0.31083310617395		13.2653	-0.12655	0.81039
								0.030655477944	0.206119798609977	0.311036709044161	40.4443213139551				40.4443213139551	0.311036709044161		13.26706	-0.1264	0.81035
								0.0306678639456	0.206189351396769	0.311240311914373	40.4279868398817				40.4279868398817	0.311240311914373		13.26882	-0.12625	0.81031
								0.0306802499472	0.206258904183562	0.311443914784584	40.4116655546723				40.4116655546723	0.311443914784584		13.27058	-0.1261	0.81027
								0.0306926359488	0.206328456970354	0.311647517654796	40.3953574423599				40.3953574423599	0.311647517654796		13.27234	-0.12595	0.81024
								0.0307050219504	0.206403040003936	0.311855805226758	40.379062487003				40.379062487003	0.311855805226758		13.2741	-0.1258	0.8102
								0.030717407952	0.206484372943702	0.312070379030518	40.3627806726861				40.3627806726861	0.312070379030518		13.27586	-0.12565	0.81016
								0.0307297939536	0.206565705883469	0.312284952834278	40.3465119835193				40.3465119835193	0.312284952834278		13.27762	-0.1255	0.81012
								0.0307421799552	0.206647038823236	0.312499526638037	40.3302564036381				40.3302564036381	0.312499526638037		13.27938	-0.12535	0.81009
								0.0307545659568	0.206728371763003	0.312714100441797	40.3140139172039				40.3140139172039	0.312714100441797		13.28114	-0.1252	0.81005
								0.0307669519584	0.20680970470277	0.312928674245557	40.2977845084033				40.2977845084033	0.312928674245557		13.2829	-0.12504	0.81001
								0.03077933796	0.206891037642536	0.313143248049317	40.2815681614485				40.2815681614485	0.313143248049317		13.28467	-0.12489	0.80997
								0.0307917239616	0.206972370582303	0.313357821853077	40.2653648605772				40.2653648605772	0.313357821853077		13.28643	-0.12474	0.80994
								0.0308041099632	0.20705370352207	0.313572395656836	40.2491745900521				40.2491745900521	0.313572395656836		13.28819	-0.12459	0.8099
								0.0308164959648	0.207135036461837	0.313786969460596	40.2329973341616				40.2329973341616	0.313786969460596		13.28996	-0.12444	0.80986
								0.0308288819664	0.207216369401604	0.314001543264356	40.2168330772191				40.2168330772191	0.314001543264356		13.29172	-0.12429	0.80982
								0.030841267968	0.20729770234137	0.314216117068116	40.2006818035634				40.2006818035634	0.314216117068116		13.29349	-0.12414	0.80979
								0.0308536539696	0.207379035281137	0.314430690871876	40.1845434975582				40.1845434975582	0.314430690871876		13.29525	-0.12399	0.80975
								0.0308660399712	0.207460368220904	0.314645264675635	40.1684181435925				40.1684181435925	0.314645264675635		13.29702	-0.12384	0.80971
								0.0308784259728	0.207541701160671	0.314859838479395	40.1523057260802				40.1523057260802	0.314859838479395		13.29879	-0.12369	0.80967
								0.0308908119744	0.207623034100438	0.315074412283155	40.1362062294603				40.1362062294603	0.315074412283155		13.30055	-0.12354	0.80963
								0.030903197976	0.207704367040205	0.315288986086915	40.1201196381968				40.1201196381968	0.315288986086915		13.30232	-0.12339	0.8096
								0.0309155839776	0.207785699979971	0.315503559890675	40.1040459367784				40.1040459367784	0.315503559890675		13.30409	-0.12324	0.80956
								0.0309279699792	0.207867032919738	0.315718133694434	40.0879851097188				40.0879851097188	0.315718133694434		13.30586	-0.12309	0.80952
								0.0309403559808	0.207948365859505	0.315932707498194	40.0719371415565				40.0719371415565	0.315932707498194		13.30763	-0.12294	0.80948
								0.0309527419824	0.208029698799272	0.316147281301954	40.0559020168547				40.0559020168547	0.316147281301954		13.3094	-0.12279	0.80945
								0.030965127984	0.208111031739039	0.316361855105714	40.0398797202013				40.0398797202013	0.316361855105714		13.31117	-0.12264	0.80941
								0.0309775139856	0.208192364678806	0.316576428909474	40.0238702362089				40.0238702362089	0.316576428909474		13.31294	-0.12249	0.80937
								0.0309898999872	0.208273697618572	0.316791002713233	40.0078735495145				40.0078735495145	0.316791002713233		13.31471	-0.12233	0.80933
								0.0310022859888	0.208355030558339	0.317005576516993	39.99188964478				39.99188964478	0.317005576516993		13.31648	-0.12218	0.8093
								0.0310146719904	0.208436363498106	0.317220150320753	39.9759185066916				39.9759185066916	0.317220150320753		13.31825	-0.12203	0.80926
								0.031027057992	0.208517696437873	0.317434724124513	39.9599601199598				39.9599601199598	0.317434724124513		13.32002	-0.12188	0.80922
								0.0310394439936	0.20859902937764	0.317649297928273	39.9440144693198				39.9440144693198	0.317649297928273		13.32179	-0.12173	0.80918
								0.0310518299952	0.208680362317406	0.317863871732032	39.928081539531				39.928081539531	0.317863871732032		13.32357	-0.12158	0.80915
								0.0310642159968	0.208761695257173	0.318078445535792	39.9121613153771				39.9121613153771	0.318078445535792		13.32534	-0.12143	0.80911
								0.0310766019984	0.20884302819694	0.318293019339552	39.8962537816662				39.8962537816662	0.318293019339552		13.32712	-0.12128	0.80907
								0.031088988	0.208924361136707	0.318507593143312	39.8803589232303				39.8803589232303	0.318507593143312		13.32889	-0.12113	0.80903
								0.0311013740016	0.209005694076474	0.318722166947072	39.8644767249259				39.8644767249259	0.318722166947072		13.33067	-0.12098	0.809
								0.0311137600032	0.20908702701624	0.318936740750831	39.8486071716335				39.8486071716335	0.318936740750831		13.33244	-0.12085	0.80896
								0.0311261460048	0.209168359956007	0.319151314554591	39.8327502482576				39.8327502482576	0.319151314554591		13.33422	-0.12072	0.80892
								0.0311385320064	0.209249692895774	0.319365888358351	39.8169059397268				39.8169059397268	0.319365888358351		13.33599	-0.12059	0.80889
								0.031150918008	0.209331025835541	0.319580462162111	39.8010742309935				39.8010742309935	0.319580462162111		13.33777	-0.12046	0.80885
								0.0311633040096	0.209412358775308	0.31979503596587	39.7852551070343				39.7852551070343	0.31979503596587		13.33955	-0.12032	0.80882
								0.0311756900112	0.209493691715075	0.32000960976963	39.7694485528494				39.7694485528494	0.32000960976963		13.34133	-0.12019	0.80878
								0.0311880760128	0.209575024654841	0.32022418357339	39.7536545534631				39.7536545534631	0.32022418357339		13.3431	-0.12006	0.80874
								0.0312004620144	0.209653584237395	0.320443099357663	39.7378730939232				39.7378730939232	0.320443099357663		13.34488	-0.11993	0.80871
								0.031212848016	0.209726577607656	0.320670729628907	39.7221041593015				39.7221041593015	0.320670729628907		13.34666	-0.1198	0.80867
								0.0312252340176	0.209799570977917	0.320898359900151	39.7063477346933				39.7063477346933	0.320898359900151		13.34844	-0.11967	0.80864
								0.0312376200192	0.209872564348178	0.321125990171395	39.6906038052176				39.6906038052176	0.321125990171395		13.35022	-0.11953	0.8086
								0.0312500060208	0.209945557718439	0.321353620442638	39.6748723560169				39.6748723560169	0.321353620442638		13.352	-0.1194	0.80856
								0.0312623920224	0.210018551088701	0.321581250713882	39.6591533722575				39.6591533722575	0.321581250713882		13.35378	-0.11927	0.80853
								0.031274778024	0.210091544458962	0.321808880985126	39.6434468391289				39.6434468391289	0.321808880985126		13.35557	-0.11914	0.80849
								0.0312871640256	0.210164537829223	0.32203651125637	39.6277527418442				39.6277527418442	0.32203651125637		13.35735	-0.11901	0.80846
								0.0312995500272	0.210237531199484	0.322264141527614	39.61207106564				39.61207106564	0.322264141527614		13.35913	-0.11888	0.80842
								0.0313119360288	0.210310524569745	0.322491771798858	39.596401795776				39.596401795776	0.322491771798858		13.36091	-0.11874	0.80838
								0.0313243220304	0.210383517940006	0.322719402070102	39.5807449175355				39.5807449175355	0.322719402070102		13.3627	-0.11861	0.80835
								0.031336708032	0.210456511310267	0.322947032341346	39.5651004162249				39.5651004162249	0.322947032341346		13.36448	-0.11848	0.80831
								0.0313490940336	0.210529504680529	0.32317466261259	39.5494682771738				39.5494682771738	0.32317466261259		13.36627	-0.11835	0.80828
								0.0313614800352	0.21060249805079	0.323402292883834	39.533848485735				39.533848485735	0.323402292883834		13.36805	-0.11822	0.80824
								0.0313738660368	0.210675491421051	0.323629923155078	39.5182410272846				39.5182410272846	0.323629923155078		13.36984	-0.11809	0.80821
								0.0313862520384	0.210748484791312	0.323857553426322	39.5026458872215				39.5026458872215	0.323857553426322		13.37162	-0.11795	0.80817
								0.03139863804	0.210821478161573	0.324085183697566	39.4870630509679				39.4870630509679	0.324085183697566		13.37341	-0.11782	0.80813
								0.0314110240416	0.210894471531834	0.32431281396881	39.4714925039689				39.4714925039689	0.32431281396881		13.3752	-0.11769	0.8081
								0.0314234100432	0.210967464902096	0.324540444240054	39.4559342316923				39.4559342316923	0.324540444240054		13.37698	-0.11756	0.80806
								0.0314357960448	0.211040458272357	0.324768074511298	39.4403882196293				39.4403882196293	0.324768074511298		13.37877	-0.11743	0.80803
								0.0314481820464	0.211113451642618	0.324995704782542	39.4248544532936				39.4248544532936	0.324995704782542		13.38056	-0.1173	0.80799
								0.031460568048	0.211186445012879	0.325223335053785	39.4093329182217				39.4093329182217	0.325223335053785		13.38235	-0.11716	0.80795
								0.0314729540496	0.21125943838314	0.325450965325029	39.3938235999731				39.3938235999731	0.325450965325029		13.38414	-0.11703	0.80792
								0.0314853400512	0.211332431753401	0.325678595596273	39.3783264841298				39.3783264841298	0.325678595596273		13.38593	-0.1169	0.80788
								0.0314977260528	0.211405425123663	0.325906225867517	39.3628415562965				39.3628415562965	0.325906225867517		13.38772	-0.11677	0.80785
								0.0315101120544	0.211478418493924	0.326133856138761	39.3473688021008				39.3473688021008	0.326133856138761		13.38951	-0.11664	0.80781
								0.031522498056	0.211551411864185	0.326361486410005	39.3319082071926				39.3319082071926	0.326361486410005		13.3913	-0.11651	0.80777
								0.0315348840576	0.211624405234446	0.326589116681249	39.3164597572445				39.3164597572445	0.326589116681249		13.39309	-0.11637	0.80774
								0.0315472700592	0.211697398604707	0.326816746952493	39.3010234379514				39.3010234379514	0.326816746952493		13.39488	-0.11624	0.8077
								0.0315596560608	0.211770391974968	0.327044377223737	39.2855992350308				39.2855992350308	0.327044377223737		13.39668	-0.11611	0.80767
								0.0315720420624	0.21184338534523	0.327272007494981	39.2701871342228				39.2701871342228	0.327272007494981		13.39847	-0.11598	0.80763
								0.031584428064	0.211916378715491	0.327499637766225	39.2547871212894				39.2547871212894	0.327499637766225		13.40026	-0.11585	0.80759
								0.0315968140656	0.211989372085752	0.327727268037469	39.2393991820155				39.2393991820155	0.327727268037469		13.40206	-0.11572	0.80756
								0.0316092000672	0.212062365456013	0.327954898308713	39.2240233022078				39.2240233022078	0.327954898308713		13.40385	-0.11558	0.80752
								0.0316215860688	0.212135358826274	0.328182528579957	39.2086594676954				39.2086594676954	0.328182528579957		13.40565	-0.11545	0.80749
								0.0316339720704	0.212208352196535	0.328410158851201	39.1933076643297				39.1933076643297	0.328410158851201		13.40744	-0.11532	0.80745
								0.031646358072	0.212281345566797	0.328637789122445	39.1779678779841				39.1779678779841	0.328637789122445		13.40924	-0.11519	0.80742
								0.0316587440736	0.212354338937058	0.328865419393689	39.1626400945543				39.1626400945543	0.328865419393689		13.41104	-0.11506	0.80738
								0.0316711300752	0.212427332307319	0.329093049664933	39.1473242999578				39.1473242999578	0.329093049664933		13.41283	-0.11493	0.80734
								0.0316835160768	0.21250032567758	0.329320679936176	39.1320204801343				39.1320204801343	0.329320679936176		13.41463	-0.1148	0.80731
								0.0316959020784	0.212573319047841	0.32954831020742	39.1167286210454				39.1167286210454	0.32954831020742		13.41643	-0.11466	0.80727
								0.03170828808	0.212644303927302	0.329777637094778	39.1014487086747				39.1014487086747	0.329777637094778		13.41823	-0.11453	0.80724
								0.0317206740816	0.212713951829216	0.330008093356314	39.0861807290276				39.0861807290276	0.330008093356314		13.42002	-0.1144	0.8072
								0.0317330600832	0.21278359973113	0.33023854961785	39.0709246681316				39.0709246681316	0.33023854961785		13.42182	-0.11427	0.80716
								0.0317454460848	0.212853247633043	0.330469005879387	39.0556805120356				39.0556805120356	0.330469005879387		13.42362	-0.11414	0.80713
								0.0317578320864	0.212922895534957	0.330699462140923	39.0404482468106				39.0404482468106	0.330699462140923		13.42542	-0.11401	0.80709
								0.031770218088	0.212992543436871	0.330929918402459	39.0252278585492				39.0252278585492	0.330929918402459		13.42723	-0.11387	0.80706
								0.0317826040896	0.213062191338785	0.331160374663996	39.0100193333656				39.0100193333656	0.331160374663996		13.42903	-0.11374	0.80702
								0.0317949900912	0.213131839240699	0.331390830925532	38.9948226573958				38.9948226573958	0.331390830925532		13.43083	-0.11361	0.80698
								0.0318073760928	0.213201487142612	0.331621287187069	38.9796378167973				38.9796378167973	0.331621287187069		13.43263	-0.11348	0.80695
								0.0318197620944	0.213271135044526	0.331851743448605	38.9644647977491				38.9644647977491	0.331851743448605		13.43443	-0.11335	0.80691
								0.031832148096	0.21334078294644	0.332082199710141	38.9493035864519				38.9493035864519	0.332082199710141		13.43624	-0.11322	0.80688
								0.0318445340976	0.213410430848354	0.332312655971678	38.9341541691276				38.9341541691276	0.332312655971678		13.43804	-0.11308	0.80684
								0.0318569200992	0.213480078750268	0.332543112233214	38.9190165320199				38.9190165320199	0.332543112233214		13.43985	-0.11295	0.80681
								0.0318693061008	0.213549726652182	0.33277356849475	38.9038906613934				38.9038906613934	0.33277356849475		13.44165	-0.11282	0.80677
								0.0318816921024	0.213619374554095	0.333004024756287	38.8887765435344				38.8887765435344	0.333004024756287		13.44345	-0.11269	0.80673
								0.031894078104	0.213689022456009	0.333234481017823	38.8736741647505				38.8736741647505	0.333234481017823		13.44526	-0.11256	0.8067
								0.0319064641056	0.213758670357923	0.333464937279359	38.8585835113704				38.8585835113704	0.333464937279359		13.44707	-0.11243	0.80666
								0.0319188501072	0.213828318259837	0.333695393540896	38.8435045697441				38.8435045697441	0.333695393540896		13.44887	-0.11229	0.80663
								0.0319312361088	0.213897966161751	0.333925849802432	38.8284373262427				38.8284373262427	0.333925849802432		13.45068	-0.11216	0.80659
								0.0319436221104	0.213967614063664	0.334156306063969	38.8133817672587				38.8133817672587	0.334156306063969		13.45249	-0.11203	0.80655
								0.031956008112	0.214037261965578	0.334386762325505	38.7983378792053				38.7983378792053	0.334386762325505		13.4543	-0.1119	0.80652
								0.0319683941136	0.214106909867492	0.334617218587041	38.783305648517				38.783305648517	0.334617218587041		13.45611	-0.11177	0.80648
								0.0319807801152	0.214176557769406	0.334847674848578	38.7682850616493				38.7682850616493	0.334847674848578		13.45791	-0.11164	0.80645
								0.0319931661168	0.21424620567132	0.335078131110114	38.7532761050787				38.7532761050787	0.335078131110114		13.45972	-0.1115	0.80641
								0.0320055521184	0.214315853573234	0.33530858737165	38.7382787653026				38.7382787653026	0.33530858737165		13.46153	-0.11137	0.80637
								0.03201793812	0.214385501475147	0.335539043633187	38.7232930288392				38.7232930288392	0.335539043633187		13.46334	-0.11124	0.80634
								0.0320303241216	0.214455149377061	0.335769499894723	38.7083188822276				38.7083188822276	0.335769499894723		13.46516	-0.11111	0.8063
								0.0320427101232	0.214524797278975	0.335999956156259	38.6933563120279				38.6933563120279	0.335999956156259		13.46697	-0.11098	0.80627
								0.0320550961248	0.214594445180889	0.336230412417796	38.6784053048207				38.6784053048207	0.336230412417796		13.46878	-0.11085	0.80623
								0.0320674821264	0.214664093082803	0.336460868679332	38.6634658472074				38.6634658472074	0.336460868679332		13.47059	-0.11071	0.80619
								0.032079868128	0.214733740984717	0.336691324940869	38.6485379258103				38.6485379258103	0.336691324940869		13.4724	-0.11058	0.80616
								0.0320922541296	0.21480338888663	0.336921781202405	38.633621527272				38.633621527272	0.336921781202405		13.47422	-0.11045	0.80612
								0.0321046401312	0.214873036788544	0.337152237463941	38.6187166382562				38.6187166382562	0.337152237463941		13.47603	-0.11032	0.80609
								0.0321170261328	0.214942684690458	0.337382693725478	38.6038232454466				38.6038232454466	0.337382693725478		13.47785	-0.11019	0.80605
								0.0321294121344	0.215012332592372	0.337613149987014	38.5889413355478				38.5889413355478	0.337613149987014		13.47966	-0.11006	0.80602
								0.032141798136	0.215081980494286	0.33784360624855	38.5740708952849				38.5740708952849	0.33784360624855		13.48148	-0.10992	0.80596
								0.0321541841376	0.215151628396199	0.338074062510087	38.5592119114033				38.5592119114033	0.338074062510087		13.48329	-0.10979	0.8059
								0.0321665701392	0.215221276298113	0.338304518771623	38.5443643706688				38.5443643706688	0.338304518771623		13.48511	-0.10966	0.80583
								0.0321789561408	0.215290924200027	0.338534975033159	38.5295282598678				38.5295282598678	0.338534975033159		13.48693	-0.10953	0.80577
								0.0321913421424	0.215360572101941	0.338765431294696	38.5147035658068				38.5147035658068	0.338765431294696		13.48874	-0.1094	0.8057
								0.032203728144	0.215430220003855	0.338995887556232	38.4998902753127				38.4998902753127	0.338995887556232		13.49056	-0.10927	0.80563
								0.0322161141456	0.21550007562519	0.339226944642813	38.4850883752327				38.4850883752327	0.339226944642813		13.49238	-0.10914	0.80557
								0.0322285001472	0.215570736786478	0.339460331740594	38.4702978524341				38.4702978524341	0.339460331740594		13.4942	-0.10901	0.8055
								0.0322408861488	0.215641397947766	0.339693718838375	38.4555186938045				38.4555186938045	0.339693718838375		13.49602	-0.10888	0.80544
								0.0322532721504	0.215712059109054	0.339927105936157	38.4407508862515				38.4407508862515	0.339927105936157		13.49784	-0.10875	0.80537
								0.032265658152	0.215782720270343	0.340160493033938	38.425994416703				38.425994416703	0.340160493033938		13.49966	-0.10861	0.80531
								0.0322780441536	0.215853381431631	0.340393880131719	38.4112492721068				38.4112492721068	0.340393880131719		13.50148	-0.10848	0.80524
								0.0322904301552	0.215924042592919	0.3406272672295	38.3965154394308				38.3965154394308	0.3406272672295		13.5033	-0.10835	0.80518
