energy_ev,selected_grazing_angle_deg,order,efficiency,diffraction_angle_deg,retry_triggered,retry_attempts,retry_status,selected_efficiency_is_exact_zero,selected_efficiency_below_retry_threshold,theta_tracking_center_mode,theta_tracking_auto_classification,theta_tracking_previous_energy_ev,theta_tracking_previous_grazing_angle_deg,theta_tracking_used_previous_theta,theta_tracking_bragg_fallback_triggered,theta_tracking_continuity_rejected,precise_peak_selection_mode_requested,precise_peak_selection_mode_used,precise_peak_fit_fallback_used,precise_peak_fitted_center_deg,precise_peak_fitted_fwhm_deg
500.0,14.183552179744003,-3,0.00017011250409017811,17.887281008050095,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,-2,0.009150048588327651,16.741590510662803,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,-1,7.394982290876974e-05,15.514093350114265,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,0,1.3138358085863038e-05,14.183552179743998,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,1,9.584282936233016e-08,12.717651015252144,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,2,1.8143595329264583e-05,11.062693832391304,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,3,6.111082948642038e-05,9.11627201538613,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,4,7.247028849762178e-05,6.6263061146310775,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,5,2.6624235611988895e-05,2.1880066286440893,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,6,0.0,0.0,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,7,0.0,0.0,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,8,0.0,0.0,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,9,0.0,0.0,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,10,0.0,0.0,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,11,0.0,0.0,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
500.0,14.183552179744003,12,0.0,0.0,0,0,not_needed,0,0,bragg,initial,,,0,0,0,voigt,voigt,0,14.183552179744003,0.29775750667465856
